County,State,Temp,YearRange
Putnam County,Missouri,50.2,Lyme Cases 1992-1996
Ralls County,Missouri,52.6,Lyme Cases 1992-1996
Randolph County,Missouri,52.5,Lyme Cases 1992-1996
Ray County,Missouri,53.1,Lyme Cases 1992-1996
Reynolds County,Missouri,54.6,Lyme Cases 1992-1996
Ripley County,Missouri,57.0,Lyme Cases 1992-1996
St. Charles County,Missouri,54.7,Lyme Cases 1992-1996
St. Clair County,Missouri,55.5,Lyme Cases 1992-1996
Ste. Genevieve County,Missouri,54.9,Lyme Cases 1992-1996
St. Francois County,Missouri,54.2,Lyme Cases 1992-1996
St. Louis County,Missouri,55.2,Lyme Cases 1992-1996
Saline County,Missouri,53.7,Lyme Cases 1992-1996
Schuyler County,Missouri,50.4,Lyme Cases 1992-1996
Scotland County,Missouri,50.7,Lyme Cases 1992-1996
Scott County,Missouri,57.4,Lyme Cases 1992-1996
Shannon County,Missouri,55.0,Lyme Cases 1992-1996
Shelby County,Missouri,51.8,Lyme Cases 1992-1996
Stoddard County,Missouri,57.7,Lyme Cases 1992-1996
Stone County,Missouri,56.0,Lyme Cases 1992-1996
Sullivan County,Missouri,51.0,Lyme Cases 1992-1996
Taney County,Missouri,56.2,Lyme Cases 1992-1996
Texas County,Missouri,54.5,Lyme Cases 1992-1996
Vernon County,Missouri,56.2,Lyme Cases 1992-1996
Warren County,Missouri,53.9,Lyme Cases 1992-1996
Washington County,Missouri,54.0,Lyme Cases 1992-1996
Wayne County,Missouri,56.1,Lyme Cases 1992-1996
Webster County,Missouri,54.1,Lyme Cases 1992-1996
Worth County,Missouri,50.3,Lyme Cases 1992-1996
Wright County,Missouri,54.4,Lyme Cases 1992-1996
St. Louis City,Missouri,55.4,Lyme Cases 1992-1996
Beaverhead County,Montana,37.4,Lyme Cases 1992-1996
Big Horn County,Montana,44.3,Lyme Cases 1992-1996
Blaine County,Montana,41.9,Lyme Cases 1992-1996
Broadwater County,Montana,42.1,Lyme Cases 1992-1996
Carbon County,Montana,41.9,Lyme Cases 1992-1996
Carter County,Montana,43.1,Lyme Cases 1992-1996
Cascade County,Montana,42.7,Lyme Cases 1992-1996
Chouteau County,Montana,43.5,Lyme Cases 1992-1996
Custer County,Montana,44.2,Lyme Cases 1992-1996
Daniels County,Montana,39.2,Lyme Cases 1992-1996
Dawson County,Montana,42.6,Lyme Cases 1992-1996
Deer Lodge County,Montana,37.5,Lyme Cases 1992-1996
Fallon County,Montana,42.8,Lyme Cases 1992-1996
Fergus County,Montana,43.3,Lyme Cases 1992-1996
Flathead County,Montana,39.7,Lyme Cases 1992-1996
Gallatin County,Montana,39.1,Lyme Cases 1992-1996
Garfield County,Montana,43.3,Lyme Cases 1992-1996
Glacier County,Montana,39.2,Lyme Cases 1992-1996
Golden Valley County,Montana,43.9,Lyme Cases 1992-1996
Granite County,Montana,38.4,Lyme Cases 1992-1996
Hill County,Montana,41.2,Lyme Cases 1992-1996
Jefferson County,Montana,40.1,Lyme Cases 1992-1996
Judith Basin County,Montana,41.2,Lyme Cases 1992-1996
Lake County,Montana,42.9,Lyme Cases 1992-1996
Lewis and Clark County,Montana,40.4,Lyme Cases 1992-1996
Liberty County,Montana,41.4,Lyme Cases 1992-1996
Lincoln County,Montana,41.5,Lyme Cases 1992-1996
McCone County,Montana,42.2,Lyme Cases 1992-1996
Madison County,Montana,38.9,Lyme Cases 1992-1996
Meagher County,Montana,39.0,Lyme Cases 1992-1996
Mineral County,Montana,41.8,Lyme Cases 1992-1996
Missoula County,Montana,40.7,Lyme Cases 1992-1996
Musselshell County,Montana,44.9,Lyme Cases 1992-1996
Park County,Montana,38.3,Lyme Cases 1992-1996
Petroleum County,Montana,45.2,Lyme Cases 1992-1996
Phillips County,Montana,42.5,Lyme Cases 1992-1996
Pondera County,Montana,41.3,Lyme Cases 1992-1996
Powder River County,Montana,44.8,Lyme Cases 1992-1996
Powell County,Montana,38.9,Lyme Cases 1992-1996
Prairie County,Montana,43.2,Lyme Cases 1992-1996
Ravalli County,Montana,39.7,Lyme Cases 1992-1996
Richland County,Montana,42.1,Lyme Cases 1992-1996
Roosevelt County,Montana,41.1,Lyme Cases 1992-1996
Rosebud County,Montana,44.2,Lyme Cases 1992-1996
Sanders County,Montana,42.8,Lyme Cases 1992-1996
Sheridan County,Montana,39.7,Lyme Cases 1992-1996
Silver Bow County,Montana,38.9,Lyme Cases 1992-1996
Stillwater County,Montana,43.0,Lyme Cases 1992-1996
Sweet Grass County,Montana,42.0,Lyme Cases 1992-1996
Teton County,Montana,41.3,Lyme Cases 1992-1996
Toole County,Montana,41.7,Lyme Cases 1992-1996
Treasure County,Montana,44.8,Lyme Cases 1992-1996
Valley County,Montana,41.0,Lyme Cases 1992-1996
Wheatland County,Montana,42.3,Lyme Cases 1992-1996
Wibaux County,Montana,42.7,Lyme Cases 1992-1996
Yellowstone County,Montana,45.7,Lyme Cases 1992-1996
Adams County,Nebraska,49.9,Lyme Cases 1992-1996
Antelope County,Nebraska,47.3,Lyme Cases 1992-1996
Arthur County,Nebraska,47.4,Lyme Cases 1992-1996
Banner County,Nebraska,47.2,Lyme Cases 1992-1996
Blaine County,Nebraska,47.7,Lyme Cases 1992-1996
Boone County,Nebraska,47.7,Lyme Cases 1992-1996
Box Butte County,Nebraska,46.4,Lyme Cases 1992-1996
Boyd County,Nebraska,47.5,Lyme Cases 1992-1996
Brown County,Nebraska,47.2,Lyme Cases 1992-1996
Buffalo County,Nebraska,48.8,Lyme Cases 1992-1996
Burt County,Nebraska,48.5,Lyme Cases 1992-1996
Butler County,Nebraska,49.5,Lyme Cases 1992-1996
Cass County,Nebraska,50.4,Lyme Cases 1992-1996
Cedar County,Nebraska,46.9,Lyme Cases 1992-1996
Chase County,Nebraska,49.6,Lyme Cases 1992-1996
Cherry County,Nebraska,46.6,Lyme Cases 1992-1996
Cheyenne County,Nebraska,48.2,Lyme Cases 1992-1996
Clay County,Nebraska,50.1,Lyme Cases 1992-1996
Colfax County,Nebraska,48.8,Lyme Cases 1992-1996
Cuming County,Nebraska,47.9,Lyme Cases 1992-1996
Custer County,Nebraska,47.8,Lyme Cases 1992-1996
Dakota County,Nebraska,47.4,Lyme Cases 1992-1996
Dawes County,Nebraska,47.1,Lyme Cases 1992-1996
Dawson County,Nebraska,48.7,Lyme Cases 1992-1996
Deuel County,Nebraska,49.0,Lyme Cases 1992-1996
Dixon County,Nebraska,47.0,Lyme Cases 1992-1996
Dodge County,Nebraska,48.9,Lyme Cases 1992-1996
Douglas County,Nebraska,49.8,Lyme Cases 1992-1996
Dundy County,Nebraska,50.5,Lyme Cases 1992-1996
Fillmore County,Nebraska,50.5,Lyme Cases 1992-1996
Franklin County,Nebraska,50.3,Lyme Cases 1992-1996
Frontier County,Nebraska,49.7,Lyme Cases 1992-1996
Furnas County,Nebraska,50.9,Lyme Cases 1992-1996
Gage County,Nebraska,51.2,Lyme Cases 1992-1996
Garden County,Nebraska,47.5,Lyme Cases 1992-1996
Garfield County,Nebraska,47.0,Lyme Cases 1992-1996
Gosper County,Nebraska,49.7,Lyme Cases 1992-1996
Grant County,Nebraska,46.4,Lyme Cases 1992-1996
Greeley County,Nebraska,47.7,Lyme Cases 1992-1996
Hall County,Nebraska,49.4,Lyme Cases 1992-1996
Hamilton County,Nebraska,49.7,Lyme Cases 1992-1996
Harlan County,Nebraska,50.8,Lyme Cases 1992-1996
Hayes County,Nebraska,49.6,Lyme Cases 1992-1996
Hitchcock County,Nebraska,50.7,Lyme Cases 1992-1996
Holt County,Nebraska,46.9,Lyme Cases 1992-1996
Hooker County,Nebraska,46.9,Lyme Cases 1992-1996
Howard County,Nebraska,48.7,Lyme Cases 1992-1996
Jefferson County,Nebraska,51.5,Lyme Cases 1992-1996
Johnson County,Nebraska,50.8,Lyme Cases 1992-1996
Kearney County,Nebraska,49.4,Lyme Cases 1992-1996
Keith County,Nebraska,49.0,Lyme Cases 1992-1996
Keya Paha County,Nebraska,47.1,Lyme Cases 1992-1996
Kimball County,Nebraska,46.8,Lyme Cases 1992-1996
Knox County,Nebraska,47.4,Lyme Cases 1992-1996
Lancaster County,Nebraska,50.5,Lyme Cases 1992-1996
Lincoln County,Nebraska,48.6,Lyme Cases 1992-1996
Logan County,Nebraska,47.7,Lyme Cases 1992-1996
Loup County,Nebraska,47.3,Lyme Cases 1992-1996
McPherson County,Nebraska,47.5,Lyme Cases 1992-1996
Madison County,Nebraska,47.9,Lyme Cases 1992-1996
Merrick County,Nebraska,49.3,Lyme Cases 1992-1996
Morrill County,Nebraska,47.8,Lyme Cases 1992-1996
Nance County,Nebraska,48.7,Lyme Cases 1992-1996
Nemaha County,Nebraska,51.2,Lyme Cases 1992-1996
Nuckolls County,Nebraska,50.7,Lyme Cases 1992-1996
Otoe County,Nebraska,50.8,Lyme Cases 1992-1996
Pawnee County,Nebraska,51.2,Lyme Cases 1992-1996
Perkins County,Nebraska,49.1,Lyme Cases 1992-1996
Phelps County,Nebraska,49.5,Lyme Cases 1992-1996
Pierce County,Nebraska,47.2,Lyme Cases 1992-1996
Platte County,Nebraska,48.6,Lyme Cases 1992-1996
Polk County,Nebraska,49.4,Lyme Cases 1992-1996
Red Willow County,Nebraska,50.6,Lyme Cases 1992-1996
Richardson County,Nebraska,51.6,Lyme Cases 1992-1996
Rock County,Nebraska,46.8,Lyme Cases 1992-1996
Saline County,Nebraska,50.8,Lyme Cases 1992-1996
Sarpy County,Nebraska,50.2,Lyme Cases 1992-1996
Saunders County,Nebraska,49.7,Lyme Cases 1992-1996
Scotts Bluff County,Nebraska,47.9,Lyme Cases 1992-1996
Seward County,Nebraska,50.2,Lyme Cases 1992-1996
Sheridan County,Nebraska,46.2,Lyme Cases 1992-1996
Sherman County,Nebraska,48.2,Lyme Cases 1992-1996
Sioux County,Nebraska,45.7,Lyme Cases 1992-1996
Stanton County,Nebraska,47.9,Lyme Cases 1992-1996
Thayer County,Nebraska,51.2,Lyme Cases 1992-1996
Thomas County,Nebraska,47.7,Lyme Cases 1992-1996
Thurston County,Nebraska,47.6,Lyme Cases 1992-1996
Valley County,Nebraska,47.6,Lyme Cases 1992-1996
Washington County,Nebraska,49.3,Lyme Cases 1992-1996
Wayne County,Nebraska,47.2,Lyme Cases 1992-1996
Webster County,Nebraska,50.4,Lyme Cases 1992-1996
Wheeler County,Nebraska,47.1,Lyme Cases 1992-1996
York County,Nebraska,50.0,Lyme Cases 1992-1996
Churchill County,Nevada,51.6,Lyme Cases 1992-1996
Clark County,Nevada,64.2,Lyme Cases 1992-1996
Douglas County,Nevada,48.5,Lyme Cases 1992-1996
Elko County,Nevada,44.8,Lyme Cases 1992-1996
Esmeralda County,Nevada,52.7,Lyme Cases 1992-1996
Eureka County,Nevada,46.1,Lyme Cases 1992-1996
Humboldt County,Nevada,48.8,Lyme Cases 1992-1996
Lander County,Nevada,47.9,Lyme Cases 1992-1996
Lincoln County,Nevada,54.9,Lyme Cases 1992-1996
Lyon County,Nevada,51.0,Lyme Cases 1992-1996
Mineral County,Nevada,50.1,Lyme Cases 1992-1996
Nye County,Nevada,51.8,Lyme Cases 1992-1996
Pershing County,Nevada,50.7,Lyme Cases 1992-1996
Storey County,Nevada,50.4,Lyme Cases 1992-1996
Washoe County,Nevada,48.9,Lyme Cases 1992-1996
White Pine County,Nevada,45.9,Lyme Cases 1992-1996
Carson City,Nevada,49.6,Lyme Cases 1992-1996
Belknap County,New Hampshire,44.5,Lyme Cases 1992-1996
Carroll County,New Hampshire,42.7,Lyme Cases 1992-1996
Cheshire County,New Hampshire,44.4,Lyme Cases 1992-1996
Coos County,New Hampshire,38.8,Lyme Cases 1992-1996
Grafton County,New Hampshire,41.2,Lyme Cases 1992-1996
Hillsborough County,New Hampshire,45.7,Lyme Cases 1992-1996
Merrimack County,New Hampshire,44.5,Lyme Cases 1992-1996
Rockingham County,New Hampshire,46.8,Lyme Cases 1992-1996
Strafford County,New Hampshire,45.7,Lyme Cases 1992-1996
Sullivan County,New Hampshire,42.9,Lyme Cases 1992-1996
Atlantic County,New Jersey,53.5,Lyme Cases 1992-1996
Bergen County,New Jersey,51.9,Lyme Cases 1992-1996
Burlington County,New Jersey,53.6,Lyme Cases 1992-1996
Camden County,New Jersey,54.0,Lyme Cases 1992-1996
Cape May County,New Jersey,54.1,Lyme Cases 1992-1996
Cumberland County,New Jersey,54.0,Lyme Cases 1992-1996
Essex County,New Jersey,52.1,Lyme Cases 1992-1996
Gloucester County,New Jersey,54.1,Lyme Cases 1992-1996
Hudson County,New Jersey,53.6,Lyme Cases 1992-1996
Hunterdon County,New Jersey,50.5,Lyme Cases 1992-1996
Mercer County,New Jersey,52.8,Lyme Cases 1992-1996
Middlesex County,New Jersey,52.7,Lyme Cases 1992-1996
Monmouth County,New Jersey,53.0,Lyme Cases 1992-1996
Morris County,New Jersey,49.7,Lyme Cases 1992-1996
Ocean County,New Jersey,53.0,Lyme Cases 1992-1996
Passaic County,New Jersey,50.1,Lyme Cases 1992-1996
Salem County,New Jersey,54.3,Lyme Cases 1992-1996
Somerset County,New Jersey,51.6,Lyme Cases 1992-1996
Sussex County,New Jersey,48.3,Lyme Cases 1992-1996
Union County,New Jersey,52.5,Lyme Cases 1992-1996
Warren County,New Jersey,49.0,Lyme Cases 1992-1996
Bernalillo County,New Mexico,53.0,Lyme Cases 1992-1996
Catron County,New Mexico,47.9,Lyme Cases 1992-1996
Chaves County,New Mexico,58.9,Lyme Cases 1992-1996
Cibola County,New Mexico,48.6,Lyme Cases 1992-1996
Colfax County,New Mexico,46.9,Lyme Cases 1992-1996
Curry County,New Mexico,56.2,Lyme Cases 1992-1996
De Baca County,New Mexico,57.2,Lyme Cases 1992-1996
Dona Ana County,New Mexico,61.0,Lyme Cases 1992-1996
Eddy County,New Mexico,61.5,Lyme Cases 1992-1996
Grant County,New Mexico,55.4,Lyme Cases 1992-1996
Guadalupe County,New Mexico,54.8,Lyme Cases 1992-1996
Harding County,New Mexico,53.7,Lyme Cases 1992-1996
Hidalgo County,New Mexico,59.7,Lyme Cases 1992-1996
Lea County,New Mexico,60.1,Lyme Cases 1992-1996
Lincoln County,New Mexico,54.4,Lyme Cases 1992-1996
Los Alamos County,New Mexico,46.5,Lyme Cases 1992-1996
Luna County,New Mexico,60.3,Lyme Cases 1992-1996
McKinley County,New Mexico,48.7,Lyme Cases 1992-1996
Mora County,New Mexico,47.4,Lyme Cases 1992-1996
Otero County,New Mexico,57.5,Lyme Cases 1992-1996
Quay County,New Mexico,56.8,Lyme Cases 1992-1996
Rio Arriba County,New Mexico,45.0,Lyme Cases 1992-1996
Roosevelt County,New Mexico,57.3,Lyme Cases 1992-1996
Sandoval County,New Mexico,49.5,Lyme Cases 1992-1996
San Juan County,New Mexico,51.1,Lyme Cases 1992-1996
San Miguel County,New Mexico,52.6,Lyme Cases 1992-1996
Santa Fe County,New Mexico,49.0,Lyme Cases 1992-1996
Sierra County,New Mexico,57.4,Lyme Cases 1992-1996
Socorro County,New Mexico,53.8,Lyme Cases 1992-1996
Taos County,New Mexico,42.5,Lyme Cases 1992-1996
Torrance County,New Mexico,50.5,Lyme Cases 1992-1996
Union County,New Mexico,51.6,Lyme Cases 1992-1996
Valencia County,New Mexico,55.1,Lyme Cases 1992-1996
Albany County,New York,46.5,Lyme Cases 1992-1996
Allegany County,New York,44.6,Lyme Cases 1992-1996
Bronx County,New York,53.6,Lyme Cases 1992-1996
Broome County,New York,45.8,Lyme Cases 1992-1996
Cattaraugus County,New York,44.7,Lyme Cases 1992-1996
Cayuga County,New York,46.1,Lyme Cases 1992-1996
Chautauqua County,New York,46.0,Lyme Cases 1992-1996
Chemung County,New York,45.7,Lyme Cases 1992-1996
Chenango County,New York,44.4,Lyme Cases 1992-1996
Clinton County,New York,41.9,Lyme Cases 1992-1996
Columbia County,New York,47.5,Lyme Cases 1992-1996
Cortland County,New York,44.3,Lyme Cases 1992-1996
Delaware County,New York,43.9,Lyme Cases 1992-1996
Dutchess County,New York,48.3,Lyme Cases 1992-1996
Erie County,New York,46.5,Lyme Cases 1992-1996
Essex County,New York,40.5,Lyme Cases 1992-1996
Franklin County,New York,40.5,Lyme Cases 1992-1996
Fulton County,New York,43.7,Lyme Cases 1992-1996
Genesee County,New York,46.2,Lyme Cases 1992-1996
Greene County,New York,45.4,Lyme Cases 1992-1996
Hamilton County,New York,39.9,Lyme Cases 1992-1996
Herkimer County,New York,41.8,Lyme Cases 1992-1996
Jefferson County,New York,43.7,Lyme Cases 1992-1996
Kings County,New York,54.0,Lyme Cases 1992-1996
Lewis County,New York,41.2,Lyme Cases 1992-1996
Livingston County,New York,46.4,Lyme Cases 1992-1996
Madison County,New York,44.1,Lyme Cases 1992-1996
Monroe County,New York,47.1,Lyme Cases 1992-1996
Montgomery County,New York,45.8,Lyme Cases 1992-1996
Nassau County,New York,52.8,Lyme Cases 1992-1996
New York County,New York,53.8,Lyme Cases 1992-1996
Niagara County,New York,47.3,Lyme Cases 1992-1996
Oneida County,New York,43.9,Lyme Cases 1992-1996
Onondaga County,New York,45.7,Lyme Cases 1992-1996
Ontario County,New York,46.5,Lyme Cases 1992-1996
Orange County,New York,48.5,Lyme Cases 1992-1996
Orleans County,New York,46.8,Lyme Cases 1992-1996
Oswego County,New York,44.9,Lyme Cases 1992-1996
Otsego County,New York,43.8,Lyme Cases 1992-1996
Putnam County,New York,48.8,Lyme Cases 1992-1996
Queens County,New York,53.7,Lyme Cases 1992-1996
Rensselaer County,New York,45.9,Lyme Cases 1992-1996
Richmond County,New York,53.6,Lyme Cases 1992-1996
Rockland County,New York,50.5,Lyme Cases 1992-1996
St. Lawrence County,New York,42.2,Lyme Cases 1992-1996
Saratoga County,New York,45.0,Lyme Cases 1992-1996
Schenectady County,New York,46.1,Lyme Cases 1992-1996
Schoharie County,New York,44.4,Lyme Cases 1992-1996
Schuyler County,New York,45.5,Lyme Cases 1992-1996
Seneca County,New York,47.1,Lyme Cases 1992-1996
Steuben County,New York,45.1,Lyme Cases 1992-1996
Suffolk County,New York,51.4,Lyme Cases 1992-1996
Sullivan County,New York,45.6,Lyme Cases 1992-1996
Tioga County,New York,45.8,Lyme Cases 1992-1996
Tompkins County,New York,45.6,Lyme Cases 1992-1996
Ulster County,New York,46.6,Lyme Cases 1992-1996
Warren County,New York,42.4,Lyme Cases 1992-1996
Washington County,New York,44.8,Lyme Cases 1992-1996
Wayne County,New York,47.0,Lyme Cases 1992-1996
Westchester County,New York,50.7,Lyme Cases 1992-1996
Wyoming County,New York,44.8,Lyme Cases 1992-1996
Yates County,New York,46.3,Lyme Cases 1992-1996
Alamance County,North Carolina,58.5,Lyme Cases 1992-1996
Alexander County,North Carolina,57.1,Lyme Cases 1992-1996
Alleghany County,North Carolina,51.2,Lyme Cases 1992-1996
Anson County,North Carolina,60.9,Lyme Cases 1992-1996
Ashe County,North Carolina,50.1,Lyme Cases 1992-1996
Avery County,North Carolina,49.2,Lyme Cases 1992-1996
Beaufort County,North Carolina,61.3,Lyme Cases 1992-1996
Bertie County,North Carolina,59.7,Lyme Cases 1992-1996
Bladen County,North Carolina,61.8,Lyme Cases 1992-1996
Brunswick County,North Carolina,62.7,Lyme Cases 1992-1996
Buncombe County,North Carolina,53.1,Lyme Cases 1992-1996
Burke County,North Carolina,56.8,Lyme Cases 1992-1996
Cabarrus County,North Carolina,59.5,Lyme Cases 1992-1996
Caldwell County,North Carolina,56.3,Lyme Cases 1992-1996
Camden County,North Carolina,59.6,Lyme Cases 1992-1996
Carteret County,North Carolina,62.7,Lyme Cases 1992-1996
Caswell County,North Carolina,57.9,Lyme Cases 1992-1996
Catawba County,North Carolina,58.0,Lyme Cases 1992-1996
Chatham County,North Carolina,59.4,Lyme Cases 1992-1996
Cherokee County,North Carolina,55.4,Lyme Cases 1992-1996
Chowan County,North Carolina,60.1,Lyme Cases 1992-1996
Clay County,North Carolina,53.9,Lyme Cases 1992-1996
Cleveland County,North Carolina,58.6,Lyme Cases 1992-1996
Columbus County,North Carolina,62.3,Lyme Cases 1992-1996
Craven County,North Carolina,61.5,Lyme Cases 1992-1996
Cumberland County,North Carolina,61.3,Lyme Cases 1992-1996
Currituck County,North Carolina,59.8,Lyme Cases 1992-1996
Dare County,North Carolina,61.6,Lyme Cases 1992-1996
Davidson County,North Carolina,58.3,Lyme Cases 1992-1996
Davie County,North Carolina,57.6,Lyme Cases 1992-1996
Duplin County,North Carolina,61.0,Lyme Cases 1992-1996
Durham County,North Carolina,58.5,Lyme Cases 1992-1996
Edgecombe County,North Carolina,59.8,Lyme Cases 1992-1996
Forsyth County,North Carolina,57.5,Lyme Cases 1992-1996
Franklin County,North Carolina,58.6,Lyme Cases 1992-1996
Gaston County,North Carolina,59.1,Lyme Cases 1992-1996
Gates County,North Carolina,59.2,Lyme Cases 1992-1996
Graham County,North Carolina,53.3,Lyme Cases 1992-1996
Granville County,North Carolina,57.7,Lyme Cases 1992-1996
Greene County,North Carolina,60.6,Lyme Cases 1992-1996
Guilford County,North Carolina,58.2,Lyme Cases 1992-1996
Halifax County,North Carolina,59.1,Lyme Cases 1992-1996
Harnett County,North Carolina,60.3,Lyme Cases 1992-1996
Haywood County,North Carolina,50.2,Lyme Cases 1992-1996
Henderson County,North Carolina,54.6,Lyme Cases 1992-1996
Hertford County,North Carolina,59.3,Lyme Cases 1992-1996
Hoke County,North Carolina,60.8,Lyme Cases 1992-1996
Hyde County,North Carolina,62.0,Lyme Cases 1992-1996
Iredell County,North Carolina,57.7,Lyme Cases 1992-1996
Jackson County,North Carolina,51.6,Lyme Cases 1992-1996
Johnston County,North Carolina,60.1,Lyme Cases 1992-1996
Jones County,North Carolina,61.2,Lyme Cases 1992-1996
Lee County,North Carolina,59.8,Lyme Cases 1992-1996
Lenoir County,North Carolina,60.9,Lyme Cases 1992-1996
Lincoln County,North Carolina,58.4,Lyme Cases 1992-1996
McDowell County,North Carolina,55.8,Lyme Cases 1992-1996
Macon County,North Carolina,52.7,Lyme Cases 1992-1996
Madison County,North Carolina,53.6,Lyme Cases 1992-1996
Martin County,North Carolina,60.1,Lyme Cases 1992-1996
Mecklenburg County,North Carolina,59.5,Lyme Cases 1992-1996
Mitchell County,North Carolina,50.7,Lyme Cases 1992-1996
Montgomery County,North Carolina,60.0,Lyme Cases 1992-1996
Moore County,North Carolina,60.0,Lyme Cases 1992-1996
Nash County,North Carolina,59.1,Lyme Cases 1992-1996
New Hanover County,North Carolina,62.7,Lyme Cases 1992-1996
Northampton County,North Carolina,59.0,Lyme Cases 1992-1996
Onslow County,North Carolina,61.8,Lyme Cases 1992-1996
Orange County,North Carolina,58.2,Lyme Cases 1992-1996
Pamlico County,North Carolina,62.3,Lyme Cases 1992-1996
Pasquotank County,North Carolina,59.8,Lyme Cases 1992-1996
Pender County,North Carolina,61.8,Lyme Cases 1992-1996
Perquimans County,North Carolina,59.9,Lyme Cases 1992-1996
Person County,North Carolina,57.3,Lyme Cases 1992-1996
Pitt County,North Carolina,60.6,Lyme Cases 1992-1996
Polk County,North Carolina,58.3,Lyme Cases 1992-1996
Randolph County,North Carolina,59.1,Lyme Cases 1992-1996
Richmond County,North Carolina,60.8,Lyme Cases 1992-1996
Robeson County,North Carolina,61.8,Lyme Cases 1992-1996
Rockingham County,North Carolina,57.8,Lyme Cases 1992-1996
Rowan County,North Carolina,58.5,Lyme Cases 1992-1996
Rutherford County,North Carolina,58.2,Lyme Cases 1992-1996
Sampson County,North Carolina,61.0,Lyme Cases 1992-1996
Scotland County,North Carolina,61.1,Lyme Cases 1992-1996
Stanly County,North Carolina,60.1,Lyme Cases 1992-1996
Stokes County,North Carolina,56.9,Lyme Cases 1992-1996
Surry County,North Carolina,56.0,Lyme Cases 1992-1996
Swain County,North Carolina,51.3,Lyme Cases 1992-1996
Transylvania County,North Carolina,53.2,Lyme Cases 1992-1996
Tyrrell County,North Carolina,61.0,Lyme Cases 1992-1996
Union County,North Carolina,60.2,Lyme Cases 1992-1996
Vance County,North Carolina,57.8,Lyme Cases 1992-1996
